Sample_2	Site_2	Mass_2	C2	H2	O2	N2	S2	P2	MolForm_2	El_comp_2	Class_2
BJ_E4	BJ	315.0544136	13	16	7	0	1	0	C13H16O7S	CHOS	Lignin
BJ_E4	BJ	311.0884596	13	16	7	2	0	0	C13H16O7N2	CHON	Lignin
BJ_E4	BJ	311.0706727	13	16	5	2	1	0	C13H16O5N2S	CHONS	Lignin
BJ_E4	BJ	299.0772004	13	16	8	0	0	0	C13H16O8	CHO	Lignin
BJ_E4	BJ	299.0593775	13	16	6	0	1	0	C13H16O6S	CHOS	Lignin
BJ_E4	BJ	295.0935329	13	16	6	2	0	0	C13H16O6N2	CHON	Lignin
BJ_E4	BJ	295.075724	13	16	4	2	1	0	C13H16O4N2S	CHONS	Lignin
BJ_E4	BJ	283.0822487	13	16	7	0	0	0	C13H16O7	CHO	Lignin
BJ_E4	BJ	283.0644258	13	16	5	0	1	0	C13H16O5S	CHOS	Lignin
BJ_E4	BJ	279.0986026	13	16	5	2	0	0	C13H16O5N2	CHON	Lignin
BJ_E4	BJ	279.0808297	13	16	3	2	1	0	C13H16O3N2S	CHONS	Lignin
BJ_E4	BJ	267.0873103	13	16	6	0	0	0	C13H16O6	CHO	Lignin
BJ_E4	BJ	267.0695644	13	16	4	0	1	0	C13H16O4S	CHOS	Lignin
BJ_E4	BJ	267.0519105	13	16	2	0	2	0	C13H16O2S2	CHOS	Lignin
BJ_E4	BJ	263.1036883	13	16	4	2	0	0	C13H16O4N2	CHON	Lignin
BJ_E4	BJ	251.0924927	13	16	5	0	0	0	C13H16O5	CHO	Lignin
BJ_E4	BJ	247.1087599	13	16	3	2	0	0	C13H16O3N2	CHON	Lignin
BJ_E4	BJ	235.0975696	13	16	4	0	0	0	C13H16O4	CHO	Lignin
BJ_E4	BJ	231.113863	13	16	2	2	0	0	C13H16O2N2	CHON	Lignin
BJ_E4	BJ	219.1026619	13	16	3	0	0	0	C13H16O3	CHO	Lignin
BJ_E4	BJ	834.5104761	56	69	5	1	0	0	C56H69O5N	CHON	UnsatHC
BJ_E4	BJ	647.3483526	43	53	1	0	1	1	C43H53OSP	CHOSP	UnsatHC
BJ_E4	BJ	602.2244584	30	37	12	1	0	0	C30H37O12N	CHON	Lignin
BJ_E4	BJ	586.2292097	30	37	11	1	0	0	C30H37O11N	CHON	Lignin
BJ_E4	BJ	586.1936689	30	37	7	1	2	0	C30H37O7NS2	CHONS	Lignin
BJ_E4	BJ	459.2458291	30	37	2	0	0	1	C30H37O2P	CHOP	UnsatHC
BJ_E4	BJ	906.3117715	47	58	11	1	2	1	C47H58O11NS2P	CHONSP	Lignin
BJ_E4	BJ	801.2091849	34	42	22	0	0	0	C34H42O22	CHO	Lignin
BJ_E4	BJ	618.2560043	34	42	4	3	1	1	C34H42O4N3SP	CHONSP	UnsatHC
BJ_E4	BJ	593.2576338	34	42	7	0	1	0	C34H42O7S	CHOS	Lignin
BJ_E4	BJ	430.0813732	17	21	10	1	1	0	C17H21O10NS	CHONS	Lignin
BJ_E4	BJ	414.1040861	17	21	11	1	0	0	C17H21O11N	CHON	Lignin
BJ_E4	BJ	414.0862802	17	21	9	1	1	0	C17H21O9NS	CHONS	Lignin
BJ_E4	BJ	410.1203622	17	21	9	3	0	0	C17H21O9N3	CHON	Lignin
BJ_E4	BJ	398.1090738	17	21	10	1	0	0	C17H21O10N	CHON	Lignin
BJ_E4	BJ	394.1255458	17	21	8	3	0	0	C17H21O8N3	CHON	Lignin
BJ_E4	BJ	394.1076659	17	21	6	3	1	0	C17H21O6N3S	CHONS	Lignin
BJ_E4	BJ	382.1143478	17	21	9	1	0	0	C17H21O9N	CHON	Lignin
BJ_E4	BJ	382.0965569	17	21	7	1	1	0	C17H21O7NS	CHONS	Lignin
BJ_E4	BJ	378.1305926	17	21	7	3	0	0	C17H21O7N3	CHON	Lignin
BJ_E4	BJ	378.1128397	17	21	5	3	1	0	C17H21O5N3S	CHONS	Lignin
BJ_E4	BJ	366.1193639	17	21	8	1	0	0	C17H21O8N	CHON	Lignin
BJ_E4	BJ	362.1356984	17	21	6	3	0	0	C17H21O6N3	CHON	Lignin
BJ_E4	BJ	350.1245988	17	21	7	1	0	0	C17H21O7N	CHON	Lignin
BJ_E4	BJ	346.140839	17	21	5	3	0	0	C17H21O5N3	CHON	Lignin
BJ_E4	BJ	334.1296712	17	21	6	1	0	0	C17H21O6N	CHON	Lignin
BJ_E4	BJ	330.1460709	17	21	4	3	0	0	C17H21O4N3	CHON	Lignin
BJ_E4	BJ	318.1346236	17	21	5	1	0	0	C17H21O5N	CHON	Lignin
BJ_E4	BJ	318.0992788	17	21	1	1	2	0	C17H21ONS2	CHONS	UnsatHC
BJ_E4	BJ	302.139635	17	21	4	1	0	0	C17H21O4N	CHON	Lignin
BJ_E4	BJ	286.1448748	17	21	3	1	0	0	C17H21O3N	CHON	Lignin
BJ_E4	BJ	835.4877618	55	68	3	2	1	0	C55H68O3N2S	CHONS	UnsatHC
BJ_E4	BJ	688.3240443	38	47	9	3	0	0	C38H47O9N3	CHON	Lignin
BJ_E4	BJ	641.2795576	38	47	1	2	2	1	C38H47ON2S2P	CHONSP	UnsatHC
BJ_E4	BJ	517.12001	21	26	15	0	0	0	C21H26O15	CHO	Tannin
BJ_E4	BJ	501.1252085	21	26	14	0	0	0	C21H26O14	CHO	Tannin
BJ_E4	BJ	485.1301312	21	26	13	0	0	0	C21H26O13	CHO	Lignin
BJ_E4	BJ	481.146267	21	26	11	2	0	0	C21H26O11N2	CHON	Lignin
BJ_E4	BJ	481.1284411	21	26	9	2	1	0	C21H26O9N2S	CHONS	Lignin
BJ_E4	BJ	469.1351611	21	26	12	0	0	0	C21H26O12	CHO	Lignin
BJ_E4	BJ	465.1335681	21	26	8	2	1	0	C21H26O8N2S	CHONS	Lignin
BJ_E4	BJ	453.1400916	21	26	11	0	0	0	C21H26O11	CHO	Lignin
BJ_E4	BJ	453.1223727	21	26	9	0	1	0	C21H26O9S	CHOS	Lignin
BJ_E4	BJ	449.1386058	21	26	7	2	1	0	C21H26O7N2S	CHONS	Lignin
BJ_E4	BJ	437.1451195	21	26	10	0	0	0	C21H26O10	CHO	Lignin
BJ_E4	BJ	421.1502476	21	26	9	0	0	0	C21H26O9	CHO	Lignin
BJ_E4	BJ	405.1553975	21	26	8	0	0	0	C21H26O8	CHO	Lignin
BJ_E4	BJ	401.1716165	21	26	6	2	0	0	C21H26O6N2	CHON	Lignin
BJ_E4	BJ	373.1655944	21	26	6	0	0	0	C21H26O6	CHO	Lignin
BJ_E4	BJ	357.1706149	21	26	5	0	0	0	C21H26O5	CHO	Lignin
BJ_E4	BJ	718.3936073	46	57	4	1	1	0	C46H57O4NS	CHONS	UnsatHC
BJ_E4	BJ	654.4313295	46	57	2	1	0	0	C46H57O2N	CHON	UnsatHC
BJ_E4	BJ	536.1774791	25	31	12	1	0	0	C25H31O12N	CHON	Lignin
BJ_E4	BJ	520.1823215	25	31	11	1	0	0	C25H31O11N	CHON	Lignin
BJ_E4	BJ	520.1646796	25	31	9	1	1	0	C25H31O9NS	CHONS	Lignin
BJ_E4	BJ	504.1877077	25	31	10	1	0	0	C25H31O10N	CHON	Lignin
BJ_E4	BJ	488.1925572	25	31	9	1	0	0	C25H31O9N	CHON	Lignin
BJ_E4	BJ	488.1749943	25	31	7	1	1	0	C25H31O7NS	CHONS	Lignin
BJ_E4	BJ	472.1976289	25	31	8	1	0	0	C25H31O8N	CHON	Lignin
BJ_E4	BJ	472.180148	25	31	6	1	1	0	C25H31O6NS	CHONS	Lignin
BJ_E4	BJ	468.2141058	25	31	6	3	0	0	C25H31O6N3	CHON	Lignin
BJ_E4	BJ	456.2027073	25	31	7	1	0	0	C25H31O7N	CHON	Lignin
BJ_E4	BJ	456.1849794	25	31	5	1	1	0	C25H31O5NS	CHONS	Lignin
BJ_E4	BJ	559.2184841	29	36	11	0	0	0	C29H36O11	CHO	Lignin
BJ_E4	BJ	559.2005482	29	36	9	0	1	0	C29H36O9S	CHOS	Lignin
BJ_E4	BJ	556.1752066	29	36	4	1	2	1	C29H36O4NS2P	CHONSP	Lignin
BJ_E4	BJ	555.2170031	29	36	7	2	1	0	C29H36O7N2S	CHONS	Lignin
BJ_E4	BJ	543.2237936	29	36	10	0	0	0	C29H36O10	CHO	Lignin
BJ_E4	BJ	543.2057647	29	36	8	0	1	0	C29H36O8S	CHOS	Lignin
BJ_E4	BJ	540.1802275	29	36	3	1	2	1	C29H36O3NS2P	CHONSP	UnsatHC
BJ_E4	BJ	527.2287112	29	36	9	0	0	0	C29H36O9	CHO	Lignin
BJ_E4	BJ	523.2270092	29	36	5	2	1	0	C29H36O5N2S	CHONS	Lignin
BJ_E4	BJ	444.2459547	29	36	1	1	0	1	C29H36ONP	CHONP	UnsatHC
BJ_E4	BJ	638.2540299	33	41	8	3	1	0	C33H41O8N3S	CHONS	Lignin
BJ_E4	BJ	627.201075	33	41	6	0	2	1	C33H41O6S2P	CHOSP	Lignin
BJ_E4	BJ	543.2603054	33	41	1	2	1	1	C33H41ON2SP	CHONSP	UnsatHC
BJ_E4	BJ	745.2356092	37	46	12	0	2	0	C37H46O12S2	CHOS	Lignin
BJ_E4	BJ	626.2973954	37	46	2	3	1	1	C37H46O2N3SP	CHONSP	UnsatHC
BJ_E4	BJ	765.269401	41	51	8	0	2	1	C41H51O8S2P	CHOSP	Lignin
BJ_E4	BJ	749.2743187	41	51	7	0	2	1	C41H51O7S2P	CHOSP	Lignin
BJ_E4	BJ	744.3501795	41	51	10	3	0	0	C41H51O10N3	CHON	Lignin
BJ_E4	BJ	621.3504468	41	51	3	0	0	1	C41H51O3P	CHOP	UnsatHC
BJ_E4	BJ	605.3553931	41	51	2	0	0	1	C41H51O2P	CHOP	UnsatHC
BJ_E4	BJ	687.4165328	45	56	4	2	0	0	C45H56O4N2	CHON	UnsatHC
BJ_E4	BJ	807.3672859	49	61	4	0	2	1	C49H61O4S2P	CHOSP	UnsatHC
BJ_E4	BJ	859.3906011	48	60	14	0	0	0	C48H60O14	CHO	Lignin
BJ_E4	BJ	756.3575502	44	55	8	1	1	0	C44H55O8NS	CHONS	Lignin
BJ_E4	BJ	746.2664834	36	45	16	1	0	0	C36H45O16N	CHON	Lignin
BJ_E4	BJ	675.2408134	32	40	14	2	0	0	C32H40O14N2	CHON	Lignin
BJ_E4	BJ	660.221689	32	40	12	1	0	1	C32H40O12NP	CHONP	Lignin
BJ_E4	BJ	645.3865686	44	55	2	0	0	1	C44H55O2P	CHOP	UnsatHC
BJ_E4	BJ	592.2035295	28	35	13	1	0	0	C28H35O13N	CHON	Lignin
BJ_E4	BJ	583.3095336	36	45	3	2	0	1	C36H45O3N2P	CHONP	UnsatHC
BJ_E4	BJ	576.2084106	28	35	12	1	0	0	C28H35O12N	CHON	Lignin
BJ_E4	BJ	576.1906327	28	35	10	1	1	0	C28H35O10NS	CHONS	Lignin
BJ_E4	BJ	573.1458276	24	30	16	0	0	0	C24H30O16	CHO	Tannin
BJ_E4	BJ	560.2135025	28	35	11	1	0	0	C28H35O11N	CHON	Lignin
BJ_E4	BJ	560.1958426	28	35	9	1	1	0	C28H35O9NS	CHONS	Lignin
BJ_E4	BJ	557.151327	24	30	15	0	0	0	C24H30O15	CHO	Lignin
BJ_E4	BJ	544.2188878	28	35	10	1	0	0	C28H35O10N	CHON	Lignin
BJ_E4	BJ	544.2009669	28	35	8	1	1	0	C28H35O8NS	CHONS	Lignin
BJ_E4	BJ	528.2238423	28	35	9	1	0	0	C28H35O9N	CHON	Lignin
BJ_E4	BJ	528.2059464	28	35	7	1	1	0	C28H35O7NS	CHONS	Lignin
BJ_E4	BJ	509.1663933	24	30	12	0	0	0	C24H30O12	CHO	Lignin
BJ_E4	BJ	505.1650117	24	30	8	2	1	0	C24H30O8N2S	CHONS	Lignin
BJ_E4	BJ	500.2724017	32	40	2	1	0	1	C32H40O2NP	CHONP	UnsatHC
BJ_E4	BJ	486.1075962	20	25	11	1	1	0	C20H25O11NS	CHONS	Lignin
BJ_E4	BJ	477.1766978	24	30	10	0	0	0	C24H30O10	CHO	Lignin
BJ_E4	BJ	477.1587279	24	30	8	0	1	0	C24H30O8S	CHOS	Lignin
BJ_E4	BJ	466.1288709	20	25	8	3	1	0	C20H25O8N3S	CHONS	Lignin
BJ_E4	BJ	461.18176	24	30	9	0	0	0	C24H30O9	CHO	Lignin
BJ_E4	BJ	457.197892	24	30	7	2	0	0	C24H30O7N2	CHON	Lignin
BJ_E4	BJ	457.1802521	24	30	5	2	1	0	C24H30O5N2S	CHONS	Lignin
BJ_E4	BJ	454.1353393	20	25	11	1	0	0	C20H25O11N	CHON	Lignin
BJ_E4	BJ	454.1176324	20	25	9	1	1	0	C20H25O9NS	CHONS	Lignin
BJ_E4	BJ	445.1865877	24	30	8	0	0	0	C24H30O8	CHO	Lignin
BJ_E4	BJ	441.185552	24	30	4	2	1	0	C24H30O4N2S	CHONS	Lignin
BJ_E4	BJ	422.1454513	20	25	9	1	0	0	C20H25O9N	CHON	Lignin
BJ_E4	BJ	418.1618775	20	25	7	3	0	0	C20H25O7N3	CHON	Lignin
BJ_E4	BJ	406.1506852	20	25	8	1	0	0	C20H25O8N	CHON	Lignin
BJ_E4	BJ	403.0702766	16	20	10	0	1	0	C16H20O10S	CHOS	Lignin
BJ_E4	BJ	399.1043645	16	20	10	2	0	0	C16H20O10N2	CHON	Lignin
BJ_E4	BJ	397.2020475	24	30	5	0	0	0	C24H30O5	CHO	Lignin
BJ_E4	BJ	390.1556456	20	25	7	1	0	0	C20H25O7N	CHON	Lignin
BJ_E4	BJ	387.0932108	16	20	11	0	0	0	C16H20O11	CHO	Tannin
BJ_E4	BJ	383.1095936	16	20	9	2	0	0	C16H20O9N2	CHON	Lignin
BJ_E4	BJ	374.1608782	20	25	6	1	0	0	C20H25O6N	CHON	Lignin
BJ_E4	BJ	371.0982832	16	20	10	0	0	0	C16H20O10	CHO	Lignin
BJ_E4	BJ	370.1771389	20	25	4	3	0	0	C20H25O4N3	CHON	Lignin
BJ_E4	BJ	367.1146908	16	20	8	2	0	0	C16H20O8N2	CHON	Lignin
BJ_E4	BJ	367.0968899	16	20	6	2	1	0	C16H20O6N2S	CHONS	Lignin
BJ_E4	BJ	358.1659248	20	25	5	1	0	0	C20H25O5N	CHON	Lignin
BJ_E4	BJ	355.1034755	16	20	9	0	0	0	C16H20O9	CHO	Lignin
BJ_E4	BJ	355.0855416	16	20	7	0	1	0	C16H20O7S	CHOS	Lignin
BJ_E4	BJ	351.1198338	16	20	7	2	0	0	C16H20O7N2	CHON	Lignin
BJ_E4	BJ	348.0394185	12	15	9	1	1	0	C12H15O9NS	CHONS	Tannin
BJ_E4	BJ	339.1085694	16	20	8	0	0	0	C16H20O8	CHO	Lignin
BJ_E4	BJ	339.0906335	16	20	6	0	1	0	C16H20O6S	CHOS	Lignin
BJ_E4	BJ	335.1249742	16	20	6	2	0	0	C16H20O6N2	CHON	Lignin
BJ_E4	BJ	335.1070283	16	20	4	2	1	0	C16H20O4N2S	CHONS	Lignin
BJ_E4	BJ	332.0444646	12	15	8	1	1	0	C12H15O8NS	CHONS	Tannin
BJ_E4	BJ	323.1135714	16	20	7	0	0	0	C16H20O7	CHO	Lignin
BJ_E4	BJ	319.1298368	16	20	5	2	0	0	C16H20O5N2	CHON	Lignin
BJ_E4	BJ	316.0496188	12	15	7	1	1	0	C12H15O7NS	CHONS	Lignin
BJ_E4	BJ	316.0318649	12	15	5	1	2	0	C12H15O5NS2	CHONS	Lignin
BJ_E4	BJ	312.0838378	12	15	7	3	0	0	C12H15O7N3	CHON	Lignin
BJ_E4	BJ	307.1187945	16	20	6	0	0	0	C16H20O6	CHO	Lignin
BJ_E4	BJ	303.1350723	16	20	4	2	0	0	C16H20O4N2	CHON	Lignin
BJ_E4	BJ	300.0724057	12	15	8	1	0	0	C12H15O8N	CHON	Tannin
BJ_E4	BJ	300.0546198	12	15	6	1	1	0	C12H15O6NS	CHONS	Lignin
BJ_E4	BJ	300.0369029	12	15	4	1	2	0	C12H15O4NS2	CHONS	Lignin
BJ_E4	BJ	296.0887773	12	15	6	3	0	0	C12H15O6N3	CHON	Lignin
BJ_E4	BJ	291.1237021	16	20	5	0	0	0	C16H20O5	CHO	Lignin
BJ_E4	BJ	287.1401173	16	20	3	2	0	0	C16H20O3N2	CHON	Lignin
BJ_E4	BJ	284.0775062	12	15	7	1	0	0	C12H15O7N	CHON	Lignin
BJ_E4	BJ	284.0597583	12	15	5	1	1	0	C12H15O5NS	CHONS	Lignin
BJ_E4	BJ	280.0939231	12	15	5	3	0	0	C12H15O5N3	CHON	Lignin
BJ_E4	BJ	275.1288501	16	20	4	0	0	0	C16H20O4	CHO	Lignin
BJ_E4	BJ	271.1451576	16	20	2	2	0	0	C16H20O2N2	CHON	Lignin
BJ_E4	BJ	268.082661	12	15	6	1	0	0	C12H15O6N	CHON	Lignin
BJ_E4	BJ	268.0648381	12	15	4	1	1	0	C12H15O4NS	CHONS	Lignin
BJ_E4	BJ	264.0989521	12	15	4	3	0	0	C12H15O4N3	CHON	Lignin
BJ_E4	BJ	252.0876726	12	15	5	1	0	0	C12H15O5N	CHON	Lignin
BJ_E4	BJ	252.0699557	12	15	3	1	1	0	C12H15O3NS	CHONS	Lignin
BJ_E4	BJ	248.1039829	12	15	3	3	0	0	C12H15O3N3	CHON	Lignin
BJ_E4	BJ	236.0928198	12	15	4	1	0	0	C12H15O4N	CHON	Lignin
BJ_E4	BJ	232.9947489	8	10	4	0	2	0	C8H10O4S2	CHOS	Lignin
BJ_E4	BJ	220.0979452	12	15	3	1	0	0	C12H15O3N	CHON	Lignin
BJ_E4	BJ	217.0175465	8	10	5	0	1	0	C8H10O5S	CHOS	Lignin
BJ_E4	BJ	213.0339287	8	10	3	2	1	0	C8H10O3N2S	CHONS	Lignin
BJ_E4	BJ	201.0404751	8	10	6	0	0	0	C8H10O6	CHO	Tannin
BJ_E4	BJ	201.0227512	8	10	4	0	1	0	C8H10O4S	CHOS	Lignin
BJ_E4	BJ	197.0390423	8	10	2	2	1	0	C8H10O2N2S	CHONS	Lignin
BJ_E4	BJ	185.0456123	8	10	5	0	0	0	C8H10O5	CHO	Lignin
BJ_E4	BJ	185.0278164	8	10	3	0	1	0	C8H10O3S	CHOS	Lignin
BJ_E4	BJ	181.0619114	8	10	3	2	0	0	C8H10O3N2	CHON	Lignin
BJ_E4	BJ	161.9867119	4	5	4	1	1	0	C4H5O4NS	CHONS	Tannin
BJ_E4	BJ	153.0557754	8	10	3	0	0	0	C8H10O3	CHO	Lignin
BJ_E4	BJ	700.4191671	47	59	2	1	1	0	C47H59O2NS	CHONS	UnsatHC
BJ_E4	BJ	697.3568923	43	54	6	0	1	0	C43H54O6S	CHOS	Lignin
BJ_E4	BJ	639.3178738	39	49	2	2	1	1	C39H49O2N2SP	CHONSP	UnsatHC
BJ_E4	BJ	610.3360294	39	49	3	1	1	0	C39H49O3NS	CHONS	UnsatHC
BJ_E4	BJ	588.2530997	35	44	1	1	2	1	C35H44ONS2P	CHONSP	UnsatHC
BJ_E4	BJ	572.2936583	35	44	4	1	0	1	C35H44O4NP	CHONP	UnsatHC
BJ_E4	BJ	660.205376	31	39	9	3	2	0	C31H39O9N3S2	CHONS	Lignin
BJ_E4	BJ	632.2350326	31	39	13	1	0	0	C31H39O13N	CHON	Lignin
BJ_E4	BJ	612.2563696	31	39	10	3	0	0	C31H39O10N3	CHON	Lignin
BJ_E4	BJ	600.2448898	31	39	11	1	0	0	C31H39O11N	CHON	Lignin
BJ_E4	BJ	568.255325	31	39	9	1	0	0	C31H39O9N	CHON	Lignin
BJ_E4	BJ	533.2395165	31	39	2	2	1	1	C31H39O2N2SP	CHONSP	UnsatHC
BJ_E4	BJ	473.2615252	31	39	2	0	0	1	C31H39O2P	CHOP	UnsatHC
BJ_E4	BJ	457.2666386	31	39	1	0	0	1	C31H39OP	CHOP	UnsatHC
BJ_E4	BJ	597.182675	27	34	15	0	0	0	C27H34O15	CHO	Lignin
BJ_E4	BJ	533.2025827	27	34	11	0	0	0	C27H34O11	CHO	Lignin
BJ_E4	BJ	517.2077795	27	34	10	0	0	0	C27H34O10	CHO	Lignin
BJ_E4	BJ	501.2131469	27	34	9	0	0	0	C27H34O9	CHO	Lignin
BJ_E4	BJ	501.195221	27	34	7	0	1	0	C27H34O7S	CHOS	Lignin
BJ_E4	BJ	469.2229615	27	34	7	0	0	0	C27H34O7	CHO	Lignin
BJ_E4	BJ	692.4838884	50	63	1	1	0	0	C50H63ON	CHON	UnsatHC
BJ_E4	BJ	701.4321814	46	58	4	2	0	0	C46H58O4N2	CHON	UnsatHC
BJ_E4	BJ	538.1677923	23	29	12	3	0	0	C23H29O12N3	CHON	Lignin
BJ_E4	BJ	510.1615212	23	29	12	1	0	0	C23H29O12N	CHON	Lignin
BJ_E4	BJ	510.1441243	23	29	10	1	1	0	C23H29O10NS	CHONS	Lignin
BJ_E4	BJ	494.1668213	23	29	11	1	0	0	C23H29O11N	CHON	Lignin
BJ_E4	BJ	490.165522	23	29	7	3	1	0	C23H29O7N3S	CHONS	Lignin
BJ_E4	BJ	478.1719136	23	29	10	1	0	0	C23H29O10N	CHON	Lignin
BJ_E4	BJ	478.1541597	23	29	8	1	1	0	C23H29O8NS	CHONS	Lignin
BJ_E4	BJ	462.1770167	23	29	9	1	0	0	C23H29O9N	CHON	Lignin
BJ_E4	BJ	462.1592138	23	29	7	1	1	0	C23H29O7NS	CHONS	Lignin
BJ_E4	BJ	458.1930868	23	29	7	3	0	0	C23H29O7N3	CHON	Lignin
BJ_E4	BJ	414.1920465	23	29	6	1	0	0	C23H29O6N	CHON	Lignin
BJ_E4	BJ	414.1746516	23	29	4	1	1	0	C23H29O4NS	CHONS	Lignin
BJ_E4	BJ	410.2085386	23	29	4	3	0	0	C23H29O4N3	CHON	Lignin
BJ_E4	BJ	398.1971032	23	29	5	1	0	0	C23H29O5N	CHON	Lignin
BJ_E4	BJ	746.3544562	42	53	11	1	0	0	C42H53O11N	CHON	Lignin
BJ_E4	BJ	662.3961955	42	53	4	3	0	0	C42H53O4N3	CHON	UnsatHC
BJ_E4	BJ	651.3432494	42	53	2	0	1	1	C42H53O2SP	CHOSP	UnsatHC
BJ_E4	BJ	619.3712847	42	53	2	0	0	1	C42H53O2P	CHOP	UnsatHC
BJ_E4	BJ	692.2995121	38	48	9	1	0	1	C38H48O9NP	CHONP	Lignin
BJ_E4	BJ	663.2995586	38	48	8	0	1	0	C38H48O8S	CHOS	Lignin
BJ_E4	BJ	443.1194028	19	24	12	0	0	0	C19H24O12	CHO	Lignin
BJ_E4	BJ	439.135745	19	24	10	2	0	0	C19H24O10N2	CHON	Lignin
BJ_E4	BJ	439.1180321	19	24	8	2	1	0	C19H24O8N2S	CHONS	Lignin
BJ_E4	BJ	411.1297638	19	24	10	0	0	0	C19H24O10	CHO	Lignin
BJ_E4	BJ	407.1458389	19	24	8	2	0	0	C19H24O8N2	CHON	Lignin
BJ_E4	BJ	395.1348514	19	24	9	0	0	0	C19H24O9	CHO	Lignin
BJ_E4	BJ	391.1510264	19	24	7	2	0	0	C19H24O7N2	CHON	Lignin
BJ_E4	BJ	379.1399553	19	24	8	0	0	0	C19H24O8	CHO	Lignin
BJ_E4	BJ	363.1449522	19	24	7	0	0	0	C19H24O7	CHO	Lignin
BJ_E4	BJ	359.1611967	19	24	5	2	0	0	C19H24O5N2	CHON	Lignin
BJ_E4	BJ	347.1500309	19	24	6	0	0	0	C19H24O6	CHO	Lignin
BJ_E4	BJ	343.1663029	19	24	4	2	0	0	C19H24O4N2	CHON	Lignin
BJ_E4	BJ	331.1551949	19	24	5	0	0	0	C19H24O5	CHO	Lignin
BJ_E4	BJ	315.160061	19	24	4	0	0	0	C19H24O4	CHO	Lignin
BJ_E4	BJ	700.2543217	34	43	11	3	1	0	C34H43O11N3S	CHONS	Lignin
BJ_E4	BJ	668.2645094	34	43	9	3	1	0	C34H43O9N3S	CHONS	Lignin
BJ_E4	BJ	701.1933903	30	38	19	0	0	0	C30H38O19	CHO	Lignin
BJ_E4	BJ	633.1944829	30	38	9	2	2	0	C30H38O9N2S2	CHONS	Lignin
BJ_E4	BJ	585.245143	30	38	10	2	0	0	C30H38O10N2	CHON	Lignin
BJ_E4	BJ	557.2215396	30	38	8	0	1	0	C30H38O8S	CHOS	Lignin
BJ_E4	BJ	541.2441642	30	38	9	0	0	0	C30H38O9	CHO	Lignin
BJ_E4	BJ	458.2616453	30	38	1	1	0	1	C30H38ONP	CHONP	UnsatHC
BJ_E4	BJ	404.0656743	15	19	10	1	1	0	C15H19O10NS	CHONS	Tannin
BJ_E4	BJ	388.0706937	15	19	9	1	1	0	C15H19O9NS	CHONS	Lignin
BJ_E4	BJ	372.093463	15	19	10	1	0	0	C15H19O10N	CHON	Tannin
BJ_E4	BJ	372.0758342	15	19	8	1	1	0	C15H19O8NS	CHONS	Lignin
BJ_E4	BJ	368.1099317	15	19	8	3	0	0	C15H19O8N3	CHON	Lignin
BJ_E4	BJ	368.0921428	15	19	6	3	1	0	C15H19O6N3S	CHONS	Lignin
BJ_E4	BJ	356.0987754	15	19	9	1	0	0	C15H19O9N	CHON	Lignin
BJ_E4	BJ	356.0809705	15	19	7	1	1	0	C15H19O7NS	CHONS	Lignin
BJ_E4	BJ	356.0631896	15	19	5	1	2	0	C15H19O5NS2	CHONS	Lignin
BJ_E4	BJ	352.1149217	15	19	7	3	0	0	C15H19O7N3	CHON	Lignin
BJ_E4	BJ	352.0972508	15	19	5	3	1	0	C15H19O5N3S	CHONS	Lignin
BJ_E4	BJ	340.1038134	15	19	8	1	0	0	C15H19O8N	CHON	Lignin
BJ_E4	BJ	340.0859565	15	19	6	1	1	0	C15H19O6NS	CHONS	Lignin
BJ_E4	BJ	336.1201653	15	19	6	3	0	0	C15H19O6N3	CHON	Lignin
BJ_E4	BJ	324.1088646	15	19	7	1	0	0	C15H19O7N	CHON	Lignin
BJ_E4	BJ	324.0910457	15	19	5	1	1	0	C15H19O5NS	CHONS	Lignin
BJ_E4	BJ	308.1139468	15	19	6	1	0	0	C15H19O6N	CHON	Lignin
BJ_E4	BJ	308.0961039	15	19	4	1	1	0	C15H19O4NS	CHONS	Lignin
BJ_E4	BJ	304.1303026	15	19	4	3	0	0	C15H19O4N3	CHON	Lignin
BJ_E4	BJ	292.1190556	15	19	5	1	0	0	C15H19O5N	CHON	Lignin
BJ_E4	BJ	276.1241027	15	19	4	1	0	0	C15H19O4N	CHON	Lignin
BJ_E4	BJ	260.1292299	15	19	3	1	0	0	C15H19O3N	CHON	Lignin
BJ_E4	BJ	764.2851361	41	52	7	1	2	1	C41H52O7NS2P	CHONSP	Lignin
BJ_E4	BJ	747.3318247	41	52	9	2	1	0	C41H52O9N2S	CHONS	Lignin
BJ_E4	BJ	732.3306482	41	52	9	1	0	1	C41H52O9NP	CHONP	Lignin
BJ_E4	BJ	830.4376994	52	66	4	1	1	1	C52H66O4NSP	CHONSP	UnsatHC
BJ_E4	BJ	582.1828417	26	33	14	1	0	0	C26H33O14N	CHON	Lignin
BJ_E4	BJ	566.1521558	26	33	9	1	2	0	C26H33O9NS2	CHONS	Lignin
BJ_E4	BJ	550.1928821	26	33	12	1	0	0	C26H33O12N	CHON	Lignin
BJ_E4	BJ	534.1980908	26	33	11	1	0	0	C26H33O11N	CHON	Lignin
BJ_E4	BJ	534.1802459	26	33	9	1	1	0	C26H33O9NS	CHONS	Lignin
BJ_E4	BJ	518.2031425	26	33	10	1	0	0	C26H33O10N	CHON	Lignin
BJ_E4	BJ	518.1854526	26	33	8	1	1	0	C26H33O8NS	CHONS	Lignin
